day,susceptible,infected,immune,died,severely_ill,icu_beds_available,died_because_of_no_bed,excess_mortality,infected_today,recovered_today,died_today,reaction
666,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 668
667,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 668
668,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
669,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
670,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
671,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
672,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
673,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
674,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 675
675,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
676,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
677,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
678,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
679,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
680,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
681,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 682
682,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
683,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
684,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
685,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
686,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
687,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
688,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 689
689,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
690,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
691,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
692,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
693,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
694,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
695,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 696
696,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
697,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
698,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
699,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
700,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
701,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
702,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 703
703,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
704,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
705,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
706,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
707,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
708,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
709,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 710
710,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
711,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
712,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
713,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
714,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
715,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
716,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 717
717,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
718,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
719,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
720,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
721,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
722,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
723,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 724
724,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
725,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
726,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
727,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
728,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
729,0,0,4018597,121254,0,3656,0,0,0,0,0,preparing to relax at 731
